transaction_id,date,product_name,quantity,amount,discount,cashier
372,2/17/2025,"Croissant, Raw - Mini",62,$173.98,$38.01,Sona
373,2/5/2025,Lamb Leg - Bone - In Nz,63,$109.30,$31.63,Sona
374,2/14/2025,Flavouring - Rum,30,$275.44,$6.44,arnold
375,2/21/2025,Milk - 2% 250 Ml,52,$86.29,$6.82,Sona
376,2/6/2025,Pepper - Pablano,57,$107.78,$42.68,arnold
377,2/16/2025,Strawberries,14,$95.25,$11.99,Sona
378,2/13/2025,Clams - Bay,82,$146.67,$22.81,Sona
379,2/6/2025,Chinese Foods - Pepper Beef,34,$84.70,$43.59,Sona
380,2/19/2025,Turkey - Oven Roast Breast,39,$166.17,$10.11,Sona
381,2/20/2025,Yoplait - Strawbrasp Peac,65,$78.59,$37.96,arnold
382,2/17/2025,Bagel - Plain,62,$101.52,$16.06,bet
383,2/8/2025,Canadian Emmenthal,76,$294.27,$46.68,arnold
384,2/20/2025,Soup - Campbells Asian Noodle,78,$280.42,$22.45,bet
385,2/4/2025,Soup - French Can Pea,69,$176.16,$15.48,Sona
386,2/7/2025,Wine - Baron De Rothschild,78,$164.32,$44.57,bet
387,2/21/2025,"Tomatoes - Diced, Canned",6,$89.59,$44.21,Sona
388,2/20/2025,Tea - Orange Pekoe,4,$143.35,$34.46,arnold
389,2/8/2025,External Supplier,75,$174.22,$42.23,bet
390,2/12/2025,Cranberries - Frozen,9,$234.71,$15.16,bet
391,2/27/2025,Ham Black Forest,27,$281.15,$44.18,bet
392,2/23/2025,Cheese - Victor Et Berthold,92,$151.50,$13.06,bet
393,2/6/2025,Pasta - Orecchiette,55,$149.01,$4.89,arnold
394,2/25/2025,"Napkin - Dinner, White",20,$266.56,$42.07,Sona
395,2/22/2025,True - Vue Containers,63,$83.41,$41.92,arnold
396,2/9/2025,Apple - Fuji,32,$124.81,$9.03,arnold
397,2/14/2025,Cheese - Pont Couvert,73,$210.67,$44.05,arnold
398,2/5/2025,Potatoes - Idaho 80 Count,47,$55.35,$20.18,Sona
399,2/12/2025,Salmon - Canned,13,$125.24,$7.78,Sona
400,2/20/2025,Pork - Liver,68,$132.62,$33.01,bet
401,2/19/2025,"Wine - Magnotta, White",96,$57.36,$4.40,arnold
402,2/19/2025,"Turkey - Breast, Smoked",3,$234.06,$25.38,bet
403,2/19/2025,Potatoes - Yukon Gold 5 Oz,44,$182.08,$20.80,arnold
404,2/14/2025,Nori Sea Weed - Gold Label,68,$293.65,$31.74,bet
405,2/20/2025,Skewers - Bamboo,39,$230.58,$41.87,arnold
406,2/27/2025,Rosemary - Fresh,56,$193.88,$36.87,Sona
407,2/7/2025,"Sauce - Soya, Light",96,$211.07,$29.20,bet
408,2/7/2025,Pepper - Cayenne,80,$241.26,$26.63,Sona
409,2/14/2025,Bagel - Everything Presliced,99,$148.21,$45.38,bet
410,2/19/2025,Sachet,37,$241.15,$41.20,Sona
411,2/24/2025,Blouse / Shirt / Sweater,21,$178.80,$25.97,Sona
412,2/17/2025,Bread - White Mini Epi,54,$71.03,$15.45,Sona
413,2/17/2025,Everfresh Products,77,$293.34,$2.93,bet
414,2/17/2025,Sauce - Marinara,72,$216.22,$34.22,arnold
415,2/16/2025,Chips Potato Swt Chilli Sour,25,$185.91,$36.02,Sona
416,2/18/2025,Cactus Pads,57,$175.56,$19.80,arnold
417,2/7/2025,Beans - Butter Lrg Lima,29,$155.59,$18.13,Sona
418,2/8/2025,Containter - 3oz Microwave Rect.,39,$265.66,$24.36,bet
419,2/25/2025,Grapes - Red,33,$256.71,$9.97,bet
420,2/21/2025,Bread Base - Goodhearth,28,$73.93,$43.87,arnold
421,2/22/2025,Calypso - Strawberry Lemonade,12,$191.51,$37.22,Sona
422,2/14/2025,Ham - Procutinni,33,$237.77,$9.61,arnold
423,2/16/2025,"Roe - Lump Fish, Black",83,$100.79,$17.65,Sona
424,2/21/2025,"Bread - Rolls, Corn",81,$239.16,$48.44,Sona
425,2/22/2025,"Chocolate - Pistoles, Lactee, Milk",14,$296.33,$26.96,Sona
426,2/13/2025,Mustard - Individual Pkg,33,$276.40,$23.95,Sona
427,2/17/2025,Tomatillo,91,$267.82,$28.28,Sona
428,2/15/2025,Cookie Double Choco,34,$179.11,$13.95,bet
429,2/9/2025,Remy Red Berry Infusion,55,$230.37,$36.08,bet
430,2/6/2025,Flower - Commercial Bronze,68,$97.97,$22.94,bet
431,2/9/2025,Container Clear 8 Oz,98,$70.61,$42.39,arnold
432,2/26/2025,Oil - Grapeseed Oil,42,$114.16,$5.18,bet
433,2/25/2025,Sauce - Hollandaise,7,$180.73,$3.41,Sona
434,2/21/2025,True - Vue Containers,9,$214.99,$29.44,Sona
435,2/15/2025,Ice Cream - Turtles Stick Bar,31,$118.19,$23.56,bet
436,2/24/2025,Cup - 4oz Translucent,3,$248.01,$43.60,bet
437,2/8/2025,Muffin Mix - Raisin Bran,10,$183.93,$7.73,Sona
438,2/17/2025,Goldschalger,66,$94.55,$35.26,Sona
439,2/7/2025,Sprouts - Pea,52,$90.28,$25.18,Sona
440,2/8/2025,Yeast Dry - Fermipan,83,$158.39,$31.15,Sona
441,2/11/2025,Broom - Corn,95,$88.51,$8.65,arnold
442,2/15/2025,Sugar - Brown,57,$296.74,$29.97,arnold
443,2/26/2025,Cake - Cheese Cake 9 Inch,80,$62.94,$10.32,bet
444,2/25/2025,Burger Veggie,47,$248.55,$18.72,bet
445,2/23/2025,Uniform Linen Charge,23,$165.00,$22.45,arnold
446,2/22/2025,Table Cloth 90x90 White,30,$75.20,$7.91,bet
447,2/19/2025,Lighter - Bbq,92,$83.53,$36.58,bet
448,2/7/2025,"Rice Pilaf, Dry,package",53,$101.40,$32.53,Sona
449,2/23/2025,Soap - Pine Sol Floor Cleaner,72,$266.94,$32.61,bet
450,2/13/2025,Sprouts - Onion,22,$84.77,$21.76,arnold
451,2/11/2025,"Nut - Almond, Blanched, Ground",52,$258.09,$41.22,bet
452,2/14/2025,"Pepper - Chipotle, Canned",95,$191.74,$31.07,arnold
453,2/20/2025,Cut Wakame - Hanawakaba,74,$194.39,$9.46,bet
454,2/13/2025,Onions - Pearl,75,$96.78,$35.56,arnold
455,2/18/2025,Waffle Stix,79,$286.51,$47.39,Sona
456,2/10/2025,Tray - 16in Rnd Blk,48,$279.86,$15.10,bet
457,2/13/2025,Beef - Top Butt,95,$193.85,$23.75,bet
458,2/20/2025,"Pail - 4l White, With Handle",80,$291.29,$6.30,Sona
459,2/19/2025,Longos - Assorted Sandwich,63,$271.86,$19.97,Sona
460,2/13/2025,Wine - Chablis 2003 Champs,56,$185.25,$28.74,Sona
461,2/9/2025,"Tortillas - Flour, 10",14,$229.33,$2.61,arnold
462,2/22/2025,Momiji Oroshi Chili Sauce,53,$56.83,$12.03,arnold
463,2/6/2025,Cheese - Cheddarsliced,38,$249.53,$16.02,Sona
464,2/16/2025,Pepsi - 600ml,83,$89.50,$43.05,arnold
465,2/8/2025,Onions - Red,69,$108.58,$32.39,arnold
466,2/21/2025,Lettuce - Lolla Rosa,43,$56.43,$45.00,Sona
467,2/19/2025,Ginger - Pickled,12,$80.88,$26.04,bet
468,2/5/2025,Duck - Fat,56,$257.45,$4.44,Sona
469,2/20/2025,"Veal - Shank, Pieces",84,$283.90,$34.24,Sona
470,2/20/2025,Cheese - Camembert,50,$83.04,$46.83,Sona
471,2/18/2025,Wine - Montecillo Rioja Crianza,42,$186.21,$10.68,bet
472,2/6/2025,Energy Drink - Franks Pineapple,35,$145.55,$11.62,bet
473,2/5/2025,Cheese - Gorgonzola,10,$149.22,$2.96,arnold
474,2/14/2025,Bouillion - Fish,55,$284.33,$29.86,bet
475,2/9/2025,Pork Loin Cutlets,77,$262.86,$15.51,arnold
476,2/25/2025,Dried Cherries,24,$147.51,$34.96,bet
477,2/20/2025,Raisin - Golden,52,$106.40,$39.93,Sona
478,2/4/2025,Carrots - Mini Red Organic,66,$79.47,$8.03,arnold
479,2/17/2025,Cucumber - English,94,$131.52,$4.23,bet
480,2/10/2025,Beef - Shank,25,$216.20,$10.84,arnold
481,2/26/2025,Sugar - Monocystal / Rock,29,$274.88,$29.59,arnold
482,2/21/2025,Wine - Casablanca Valley,55,$246.99,$9.74,Sona
483,2/27/2025,Sugar - Brown,40,$97.45,$31.05,Sona
484,2/15/2025,Halibut - Steaks,93,$98.13,$32.33,arnold
485,2/13/2025,"Sugar - Sweet N Low, Individual",22,$294.54,$34.91,Sona
486,2/9/2025,Pea - Snow,32,$214.01,$38.81,arnold
487,2/24/2025,Ecolab - Balanced Fusion,59,$88.34,$5.37,bet
488,2/11/2025,Cream - 10%,24,$240.55,$42.25,arnold
489,2/22/2025,Capers - Ox Eye Daisy,16,$296.68,$45.55,bet
490,2/14/2025,Mix - Cocktail Strawberry Daiquiri,39,$61.49,$24.35,Sona
491,2/17/2025,Carbonated Water - Cherry,17,$169.71,$8.67,arnold
492,2/16/2025,Nantucket - 518ml,69,$202.93,$10.35,Sona
493,2/4/2025,"Cheese - Mozzarella, Buffalo",49,$296.72,$35.26,bet
494,2/9/2025,Cheese - Brick With Onion,32,$190.82,$40.18,arnold
495,2/17/2025,Guava,27,$112.85,$34.82,arnold
496,2/6/2025,"Sauce - Bernaise, Mix",54,$167.48,$44.26,Sona
497,2/25/2025,Sugar - Monocystal / Rock,28,$250.68,$41.33,bet
498,2/20/2025,Squash - Butternut,71,$188.19,$15.03,arnold
499,2/27/2025,Snails - Large Canned,14,$175.34,$0.76,Sona
500,2/9/2025,Seabream Whole Farmed,27,$50.53,$37.53,bet
501,2/5/2025,Potatoes - Idaho 80 Count,87,$184.75,$20.31,arnold
502,2/20/2025,"Fish - Artic Char, Cold Smoked",23,$298.06,$34.62,arnold
503,2/10/2025,"Basil - Primerba, Paste",13,$200.93,$33.68,bet
504,2/22/2025,Evaporated Milk - Skim,94,$254.18,$12.59,arnold
505,2/5/2025,"Lid - 10,12,16 Oz",88,$272.16,$20.53,bet
506,2/12/2025,Onions - Red,10,$221.26,$40.47,Sona
507,2/27/2025,Nestea - Iced Tea,96,$259.68,$25.89,Sona
508,2/20/2025,External Supplier,69,$245.52,$17.46,Sona
509,2/20/2025,Sugar - Cubes,67,$240.92,$18.19,Sona
510,2/7/2025,Onion Powder,2,$274.29,$6.32,Sona
511,2/9/2025,Wine - Ej Gallo Sonoma,83,$214.16,$11.63,arnold
512,2/14/2025,Fenngreek Seed,36,$103.96,$29.46,arnold
513,2/24/2025,Ecolab Crystal Fusion,94,$139.16,$14.97,Sona
514,2/18/2025,"Mushroom - Trumpet, Dry",4,$170.53,$35.70,Sona
515,2/18/2025,Wiberg Cure,22,$215.80,$20.13,bet
516,2/14/2025,"Lamb - Leg, Diced",92,$93.51,$31.17,arnold
517,2/6/2025,Sterno - Chafing Dish Fuel,66,$132.19,$18.27,Sona
518,2/16/2025,"Chicken - Base, Ultimate",79,$160.94,$44.65,Sona
519,2/27/2025,Cookies - Englishbay Wht,96,$254.09,$33.83,Sona
520,2/8/2025,Crackers - Water,52,$62.01,$16.44,Sona
521,2/26/2025,"Hickory Smoke, Liquid",26,$263.20,$35.18,arnold
522,2/14/2025,Toamtoes 6x7 Select,92,$220.70,$20.20,bet
523,2/11/2025,Butter Balls Salted,25,$268.59,$1.75,bet
524,2/26/2025,Ham - Cooked,19,$211.59,$10.67,Sona
525,2/24/2025,Cornish Hen,67,$246.33,$31.46,Sona
526,2/14/2025,"Pasta - Linguini, Dry",81,$201.74,$18.29,bet
527,2/18/2025,Clams - Canned,14,$278.65,$42.52,bet
528,2/19/2025,"Brandy - Orange, Mc Guiness",27,$96.22,$24.79,Sona
529,2/13/2025,Pork Loin Bine - In Frenched,40,$78.85,$9.11,Sona
530,2/25/2025,Mustard - Pommery,60,$231.47,$10.94,arnold
531,2/11/2025,Chinese Lemon Pork,16,$232.95,$18.99,bet
532,2/4/2025,Spice - Onion Powder Granulated,93,$67.58,$10.04,bet
533,2/27/2025,"Yogurt - Cherry, 175 Gr",47,$118.55,$6.98,Sona
534,2/23/2025,Muffin - Mix - Creme Brule 15l,70,$194.67,$20.90,arnold
535,2/26/2025,Cheese - La Sauvagine,21,$54.90,$40.72,arnold
536,2/7/2025,Pork - Backfat,55,$52.00,$3.46,Sona
537,2/13/2025,Chicken - Wieners,14,$150.74,$26.44,arnold
538,2/20/2025,"Lamb - Whole, Fresh",83,$109.84,$35.75,Sona
539,2/26/2025,Wine - Barossa Valley Estate,75,$139.42,$23.73,Sona
540,2/7/2025,Quinoa,45,$188.03,$16.50,Sona
541,2/15/2025,Chocolate - Dark,8,$238.13,$33.55,arnold
542,2/19/2025,Beef - Tenderloin Tails,75,$66.19,$39.75,arnold
543,2/10/2025,"Veal - Chops, Split, Frenched",55,$240.77,$47.18,bet
544,2/7/2025,Pepper - Gypsy Pepper,59,$123.30,$48.30,Sona
545,2/26/2025,"Squash - Pattypan, Yellow",80,$64.52,$4.12,arnold
546,2/24/2025,Appetizer - Mushroom Tart,31,$148.26,$6.60,arnold
547,2/27/2025,"Beer - Alexander Kieths, Pale Ale",81,$119.57,$2.57,Sona
548,2/7/2025,Beef - Short Loin,10,$219.95,$48.65,arnold
549,2/18/2025,"Rosemary - Primerba, Paste",49,$111.70,$26.18,bet
550,2/24/2025,Chutney Sauce - Mango,20,$243.66,$15.29,bet
551,2/12/2025,"Salsify, Organic",47,$57.06,$48.60,bet
552,2/16/2025,"Shrimp, Dried, Small / Lb",34,$124.64,$43.47,bet
553,2/19/2025,Orange Roughy 6/8 Oz,81,$207.51,$22.66,Sona
554,2/19/2025,"Mop Head - Cotton, 24 Oz",71,$208.06,$30.57,arnold
555,2/11/2025,Mushroom - Portebello,81,$70.20,$35.78,bet
556,2/15/2025,"Roe - Lump Fish, Black",87,$260.88,$7.78,bet
557,2/6/2025,Pastry - Key Limepoppy Seed Tea,19,$272.53,$12.09,Sona
558,2/14/2025,Chocolate - Mi - Amere Semi,37,$82.36,$22.43,bet
559,2/22/2025,Everfresh Products,67,$185.73,$18.87,bet
560,2/8/2025,Coffee - Egg Nog Capuccino,6,$218.14,$11.08,Sona
561,2/14/2025,Muffin Hinge 117n,28,$241.14,$29.86,arnold
562,2/22/2025,"Carrots - Mini, Stem On",31,$264.29,$0.44,arnold
563,2/8/2025,"Pork - Back, Short Cut, Boneless",16,$56.73,$46.95,Sona
564,2/23/2025,"Juice - Clam, 46 Oz",56,$299.50,$47.15,Sona
565,2/4/2025,Island Oasis - Raspberry,30,$143.31,$34.16,Sona
566,2/8/2025,Mushroom - Portebello,83,$151.10,$21.05,Sona
567,2/14/2025,Corn - On The Cob,70,$125.41,$7.53,Sona
568,2/4/2025,Butter Ripple - Phillips,57,$129.95,$11.46,bet
569,2/17/2025,Soup Campbells Beef With Veg,79,$141.82,$37.48,Sona
570,2/5/2025,Hagen Daza - Dk Choocolate,72,$136.79,$23.33,Sona
571,2/21/2025,"Lemonade - Kiwi, 591 Ml",53,$176.57,$5.87,bet
572,2/22/2025,Oil - Olive,4,$260.72,$18.75,bet
573,2/26/2025,"Halibut - Whole, Fresh",76,$233.30,$44.00,bet
574,2/11/2025,Pails With Lids,79,$133.55,$34.62,bet
575,2/15/2025,Sobe - Lizard Fuel,16,$271.81,$29.78,Sona
576,2/25/2025,Sea Bass - Fillets,65,$148.12,$6.58,Sona
577,2/26/2025,Veal - Kidney,52,$283.37,$30.43,arnold
578,2/16/2025,"Beans - Long, Chinese",1,$137.15,$6.63,Sona
579,2/17/2025,Barley - Pearl,72,$270.69,$36.43,arnold
580,2/27/2025,Apricots - Halves,38,$106.55,$26.18,arnold
581,2/25/2025,Meldea Green Tea Liquor,78,$111.16,$12.45,Sona
582,2/23/2025,Ham Black Forest,88,$212.12,$12.87,arnold
583,2/7/2025,Pickle - Dill,42,$68.37,$27.29,bet
584,2/27/2025,"Soup - Beef, Base Mix",55,$62.40,$35.87,Sona
585,2/8/2025,Cookie - Dough Variety,91,$78.66,$10.23,bet
586,2/10/2025,"Pasta - Shells, Medium, Dry",1,$86.29,$23.42,arnold
587,2/16/2025,"Pepper - Green, Chili",48,$219.76,$14.89,Sona
588,2/12/2025,Slt - Individual Portions,11,$104.95,$20.84,Sona
589,2/7/2025,Cheese - Pied De Vents,16,$203.35,$43.59,arnold
590,2/24/2025,"Jam - Blackberry, 20 Ml Jar",9,$108.26,$11.22,Sona
591,2/26/2025,Paste - Black Olive,18,$161.71,$9.37,bet
592,2/17/2025,Appetizer - Shrimp Puff,29,$242.33,$9.62,bet
593,2/6/2025,Wine - Coteaux Du Tricastin Ac,80,$132.88,$17.70,bet
594,2/5/2025,Muffin Batt - Carrot Spice,27,$150.26,$25.64,arnold
595,2/25/2025,Soap - Hand Soap,45,$165.32,$6.81,bet
596,2/7/2025,Tea - Herbal - 6 Asst,31,$220.77,$11.91,arnold
597,2/4/2025,Fireball Whisky,11,$225.64,$31.52,Sona
598,2/10/2025,"Tart Shells - Sweet, 3",73,$137.48,$8.93,Sona
599,2/17/2025,Pears - Bosc,75,$136.85,$13.07,Sona
600,2/20/2025,Veal - Kidney,71,$83.64,$45.73,Sona
601,2/27/2025,Yeast Dry - Fermipan,52,$296.58,$38.11,Sona
602,2/24/2025,"Bar Mix - Pina Colada, 355 Ml",80,$299.11,$15.18,Sona
603,2/19/2025,Wine - Alsace Gewurztraminer,73,$233.74,$42.36,bet
604,2/25/2025,Horseradish - Prepared,41,$179.52,$3.64,bet
605,2/21/2025,Plasticspoonblack,39,$204.48,$21.24,Sona
606,2/18/2025,Capicola - Hot,55,$172.00,$31.58,Sona
607,2/9/2025,"Soup - Knorr, French Onion",8,$101.69,$48.79,arnold
608,2/8/2025,Bananas,93,$207.89,$23.60,bet
609,2/24/2025,Pepsi - 600ml,4,$269.24,$1.82,arnold
610,2/9/2025,"Seedlings - Mix, Organic",39,$67.61,$46.36,arnold
611,2/16/2025,Shrimp - Prawn,21,$284.56,$11.56,bet
612,2/13/2025,Cheese - Blue,50,$218.77,$25.77,arnold
613,2/10/2025,"Nut - Pine Nuts, Whole",89,$56.22,$10.34,arnold
614,2/20/2025,Bacon Strip Precooked,100,$186.87,$21.63,arnold
615,2/5/2025,Mayonnaise,11,$299.17,$45.68,Sona
616,2/14/2025,Parsley Italian - Fresh,65,$208.19,$8.10,Sona
617,2/10/2025,Foam Cup 6 Oz,63,$225.52,$19.17,arnold
618,2/26/2025,"Tortillas - Flour, 12",39,$239.92,$42.56,Sona
619,2/19/2025,Cheese - St. Paulin,10,$234.69,$12.01,bet
620,2/26/2025,Veal - Provimi Inside,11,$203.07,$21.55,bet
621,2/7/2025,Sauce - Marinara,42,$103.49,$31.82,Sona
622,2/11/2025,Beer - True North Lager,5,$241.34,$26.23,arnold
623,2/27/2025,"Cheese - Cheddar, Old White",80,$268.27,$4.76,arnold
624,2/8/2025,Wine - Coteaux Du Tricastin Ac,45,$116.69,$22.12,bet
625,2/23/2025,"Rum - Coconut, Malibu",79,$180.84,$44.79,bet
626,2/14/2025,Cheese - Grana Padano,50,$114.43,$38.49,arnold
627,2/10/2025,Bread - Ciabatta Buns,8,$98.98,$0.35,Sona
628,2/24/2025,Vinegar - Balsamic,27,$125.05,$24.69,bet
629,2/25/2025,Wine - Port Late Bottled Vintage,35,$156.03,$6.14,Sona
630,2/25/2025,Sugar - Palm,96,$252.84,$25.83,bet
631,2/14/2025,"Potatoes - Yukon Gold, 80 Ct",84,$180.93,$13.33,Sona
632,2/15/2025,Island Oasis - Strawberry,65,$247.46,$32.45,Sona
633,2/22/2025,Bananas,22,$130.03,$36.22,bet
634,2/18/2025,"Lobster - Tail, 3 - 4 Oz",39,$268.12,$37.62,arnold
635,2/21/2025,"Juice - Tomato, 10 Oz",54,$95.77,$5.98,arnold
636,2/12/2025,Muffin Batt - Blueberry Passion,66,$162.00,$27.07,bet
637,2/12/2025,Scallops - U - 10,74,$162.34,$31.20,Sona
638,2/17/2025,"Lentils - Red, Dry",96,$245.75,$4.87,arnold
639,2/13/2025,Wine - Two Oceans Cabernet,71,$284.94,$29.00,arnold
640,2/10/2025,Chocolate - Dark Callets,82,$257.25,$6.38,Sona
641,2/12/2025,Filter - Coffee,20,$73.05,$18.98,arnold
642,2/9/2025,Muffin Batt - Choc Chk,54,$151.39,$4.95,arnold
643,2/21/2025,Yeast Dry - Fermipan,81,$200.04,$27.32,bet
644,2/27/2025,"Sauce - Gravy, Au Jus, Mix",93,$116.79,$3.07,bet
645,2/7/2025,Bread - Bistro Sour,19,$126.47,$22.38,bet
646,2/11/2025,Wine - Spumante Bambino White,75,$84.97,$34.51,bet
647,2/18/2025,Bread - Italian Corn Meal Poly,87,$119.91,$45.78,Sona
648,2/27/2025,Smirnoff Green Apple Twist,23,$164.77,$2.34,bet
649,2/26/2025,Lobster - Live,91,$244.51,$17.77,Sona
650,2/25/2025,"Water - Spring Water, 355 Ml",38,$203.52,$7.45,Sona
651,2/11/2025,Mix - Cocktail Strawberry Daiquiri,17,$291.12,$37.17,Sona
652,2/27/2025,Sour Puss Sour Apple,50,$243.36,$46.34,arnold
653,2/22/2025,Lamb Tenderloin Nz Fr,19,$58.52,$11.08,Sona
654,2/16/2025,Appetizer - Veg Assortment,24,$227.25,$36.30,arnold
655,2/11/2025,Muffin - Zero Transfat,78,$72.61,$19.99,bet
656,2/10/2025,Wine - Manischewitz Concord,52,$144.15,$46.89,bet
657,2/22/2025,Carbonated Water - Peach,70,$59.25,$6.09,Sona
658,2/10/2025,Tea - Herbal Sweet Dreams,30,$194.40,$12.20,bet
659,2/16/2025,Sobe - Berry Energy,34,$95.86,$1.35,bet
660,2/19/2025,"Fish - Soup Base, Bouillon",57,$131.22,$21.78,bet
661,2/9/2025,"Wine - Red, Cabernet Sauvignon",62,$174.41,$48.79,bet
662,2/21/2025,Wine - Puligny Montrachet A.,12,$158.03,$33.85,bet
663,2/9/2025,Garlic,58,$94.74,$1.03,Sona
664,2/7/2025,Shiro Miso,1,$188.33,$38.51,bet
665,2/19/2025,"Glass - Wine, Plastic, Clear 5 Oz",99,$88.80,$41.68,arnold
666,2/27/2025,"Nut - Walnut, Pieces",27,$227.48,$43.39,bet
667,2/6/2025,Pepper - Pablano,84,$178.40,$14.54,Sona
668,2/22/2025,Mustard - Seed,79,$150.15,$22.66,bet
669,2/20/2025,Paper Towel Touchless,2,$204.33,$6.69,bet
670,2/18/2025,Wine - Piper Heidsieck Brut,94,$84.07,$10.13,arnold
671,2/12/2025,Sauce - Oyster,97,$291.33,$41.06,Sona
672,2/26/2025,Coffee Cup 8oz 5338cd,38,$159.51,$45.14,Sona
673,2/20/2025,"Napkin - Beverge, White 2 - Ply",92,$261.09,$25.56,arnold
674,2/13/2025,Cup - 8oz Coffee Perforated,58,$89.52,$43.67,arnold
675,2/17/2025,Thyme - Fresh,3,$256.17,$15.39,bet
676,2/17/2025,Duck - Fat,15,$169.48,$34.68,Sona
677,2/19/2025,"Cheese - Havarti, Salsa",28,$54.26,$41.75,bet
678,2/19/2025,Beer - Steamwhistle,8,$70.37,$1.79,bet
679,2/24/2025,Spring Roll Wrappers,41,$115.14,$39.98,arnold
680,2/6/2025,"Tuna - Canned, Flaked, Light",65,$299.38,$10.45,Sona
681,2/9/2025,"Wine - White, Riesling, Henry Of",85,$200.37,$47.48,Sona
682,2/12/2025,"Wine - Red, Cooking",49,$81.19,$23.12,Sona
683,2/26/2025,"Lettuce - Romaine, Heart",16,$63.53,$20.54,arnold
684,2/24/2025,Pop Shoppe Cream Soda,34,$113.62,$21.87,bet
685,2/7/2025,Yukon Jack,37,$138.03,$38.54,bet
686,2/10/2025,Chocolate - Milk,61,$170.07,$34.58,Sona
687,2/23/2025,Kolrabi,8,$188.34,$20.45,arnold
688,2/23/2025,"Bread - Pita, Mini",81,$253.67,$13.94,Sona
689,2/5/2025,Tea - Earl Grey,27,$235.93,$4.84,arnold
690,2/12/2025,Veal Inside - Provimi,80,$285.37,$17.36,Sona
691,2/21/2025,Arizona - Plum Green Tea,98,$274.64,$45.56,arnold
692,2/6/2025,Five Alive Citrus,25,$292.55,$26.52,arnold
693,2/12/2025,Tea - Grapefruit Green Tea,1,$277.37,$23.71,Sona
694,2/14/2025,Cream - 10%,75,$232.91,$26.48,bet
695,2/20/2025,Chinese Foods - Thick Noodles,3,$115.44,$32.22,bet
696,2/20/2025,Aspic - Clear,22,$255.96,$26.43,bet
697,2/6/2025,Egg - Salad Premix,51,$257.38,$17.13,bet
698,2/11/2025,Wine - Lou Black Shiraz,90,$168.39,$13.98,bet
699,2/9/2025,Wine - Sawmill Creek Autumn,32,$146.19,$2.69,bet
700,2/13/2025,Pear - Halves,3,$112.89,$27.00,bet
701,2/25/2025,"Clams - Littleneck, Whole",98,$189.93,$48.07,Sona
702,2/7/2025,Flour Pastry Super Fine,97,$138.63,$29.26,arnold
703,2/26/2025,Dome Lid Clear P92008h,53,$205.05,$4.00,Sona
704,2/11/2025,Wine - Alsace Riesling Reserve,50,$61.88,$5.83,bet
705,2/24/2025,Pork - Back Ribs,68,$92.30,$19.05,arnold
706,2/17/2025,Milk - Homo,20,$52.63,$47.41,bet
707,2/12/2025,Pork - Ham Hocks - Smoked,27,$243.23,$12.05,bet
708,2/24/2025,Ginger - Fresh,68,$261.21,$37.05,arnold
709,2/20/2025,Vegetable - Base,58,$74.92,$25.39,Sona
710,2/16/2025,Crackers - Trio,40,$108.79,$37.31,bet
711,2/10/2025,Bar Special K,14,$156.66,$34.43,bet
712,2/17/2025,Wooden Mop Handle,73,$286.70,$31.88,arnold
713,2/17/2025,Wine - Touraine Azay - Le - Rideau,41,$274.13,$17.50,bet
714,2/26/2025,Cumin - Whole,79,$233.11,$42.91,bet
715,2/24/2025,"Nut - Pine Nuts, Whole",24,$272.30,$9.10,Sona
716,2/10/2025,Beef - Bresaola,34,$115.79,$35.34,Sona
717,2/10/2025,Tea - Grapefruit Green Tea,79,$131.36,$7.51,arnold
718,2/24/2025,Cheese - Swiss,70,$142.26,$47.71,bet
719,2/10/2025,Wine - Muscadet Sur Lie,27,$102.50,$25.55,bet
720,2/25/2025,Black Currants,64,$184.84,$27.95,Sona
721,2/11/2025,Ecolab Digiclean Mild Fm,15,$239.28,$45.95,Sona
722,2/19/2025,"Mop Head - Cotton, 24 Oz",5,$131.59,$31.80,bet
723,2/15/2025,Whmis - Spray Bottle Trigger,81,$185.85,$27.21,arnold
724,2/11/2025,Pork - Bones,2,$128.50,$45.55,arnold
725,2/4/2025,Container Clear 8 Oz,13,$151.31,$40.72,Sona
726,2/4/2025,Mousse - Mango,50,$51.31,$12.15,arnold
727,2/5/2025,Red Pepper Paste,51,$210.89,$11.52,Sona
728,2/5/2025,Spaghetti Squash,67,$62.91,$8.77,bet
729,2/24/2025,Muffin Hinge 117n,61,$72.96,$24.01,arnold
730,2/5/2025,"Soup - Clam Chowder, Dry Mix",84,$181.81,$26.12,arnold
731,2/18/2025,Mountain Dew,57,$230.36,$5.03,Sona
732,2/18/2025,Beef - Striploin,16,$143.30,$29.88,arnold
733,2/15/2025,Wine - Cotes Du Rhone Parallele,68,$61.83,$39.48,Sona
734,2/27/2025,Tea - Honey Green Tea,22,$197.14,$26.61,arnold
735,2/7/2025,Table Cloth 91x91 Colour,90,$269.93,$48.63,bet
736,2/13/2025,Salmon - Canned,75,$138.11,$21.31,bet
737,2/6/2025,Soup Campbells Turkey Veg.,45,$207.63,$1.82,Sona
738,2/11/2025,Wine - Ej Gallo Sonoma,38,$221.35,$34.15,arnold
739,2/19/2025,"Pepper - Chillies, Crushed",100,$263.43,$12.61,arnold
740,2/11/2025,Tea - Vanilla Chai,46,$74.89,$33.24,bet
741,2/10/2025,Barramundi,68,$104.72,$42.85,bet
742,2/22/2025,Table Cloth 53x69 White,22,$282.34,$42.07,Sona
