transaction_id,date,product_name,quantity,amount,discount,cashier
373,2/26/2025,Veal - Slab Bacon,9,$237.90,$0.73,bet
374,2/7/2025,Wine - Sauvignon Blanc,52,$285.91,$13.89,arnold
375,2/15/2025,Tomato Paste,14,$137.45,$47.86,Sona
376,2/27/2025,Beer - Rickards Red,27,$221.35,$48.28,arnold
377,2/8/2025,Foie Gras,92,$196.00,$27.56,Sona
378,2/24/2025,Rabbit - Legs,69,$198.37,$17.96,Sona
379,2/15/2025,Lobster - Live,51,$140.27,$7.84,Sona
380,2/13/2025,Wine - Valpolicella Masi,2,$178.14,$18.76,arnold
381,2/18/2025,"Beans - Kidney, Red Dry",75,$164.08,$10.32,arnold
382,2/10/2025,Sprouts - Bean,88,$111.46,$32.06,Sona
383,2/27/2025,Egg - Salad Premix,83,$171.04,$24.62,Sona
384,2/14/2025,Cheese - Ermite Bleu,91,$253.43,$15.52,arnold
385,2/15/2025,Goulash Seasoning,3,$244.26,$1.74,arnold
386,2/19/2025,Icecream - Dibs,51,$167.73,$27.33,bet
387,2/22/2025,Wine - Ice Wine,90,$166.91,$19.33,arnold
388,2/12/2025,Smoked Tongue,71,$181.71,$6.71,arnold
389,2/21/2025,Cheese - Ermite Bleu,95,$187.57,$37.61,Sona
390,2/7/2025,Beer - Muskoka Cream Ale,40,$135.93,$41.06,Sona
391,2/18/2025,"Wine - White, Antinore Orvieto",87,$117.52,$29.66,arnold
392,2/23/2025,Capers - Pickled,34,$69.79,$43.63,arnold
393,2/19/2025,Lady Fingers,7,$200.20,$18.40,Sona
394,2/17/2025,Spinach - Baby,89,$76.52,$12.73,bet
395,2/6/2025,Cheese - Gouda,79,$223.13,$9.77,bet
396,2/21/2025,Goat - Whole Cut,68,$289.53,$22.76,arnold
397,2/10/2025,Lambcasing,77,$134.10,$34.82,Sona
398,2/8/2025,Milk 2% 500 Ml,33,$237.39,$22.78,bet
399,2/27/2025,"Turkey - Breast, Bone - In",21,$70.36,$1.05,Sona
400,2/14/2025,Tea - Herbal I Love Lemon,81,$62.88,$34.55,bet
401,2/22/2025,Nut - Pumpkin Seeds,39,$125.22,$14.45,bet
402,2/4/2025,Chicken - Leg / Back Attach,45,$121.95,$24.95,bet
403,2/12/2025,Creamers - 10%,88,$222.54,$40.60,arnold
404,2/4/2025,Chinese Foods - Pepper Beef,22,$154.12,$20.12,Sona
405,2/9/2025,Cookie - Oatmeal,15,$195.13,$5.38,arnold
406,2/12/2025,Onion Powder,4,$156.05,$3.85,bet
407,2/22/2025,Filter - Coffee,26,$286.97,$24.04,bet
408,2/14/2025,"Pasta - Cappellini, Dry",27,$127.04,$8.95,arnold
409,2/6/2025,Soup - Cream Of Potato / Leek,5,$143.63,$22.96,arnold
410,2/21/2025,Peach - Fresh,36,$94.96,$32.24,arnold
411,2/10/2025,Wine - Chateau Aqueria Tavel,44,$110.88,$12.11,arnold
412,2/15/2025,The Pop Shoppe - Root Beer,19,$289.68,$38.31,bet
413,2/12/2025,Cheese - Ricotta,30,$51.39,$47.55,bet
414,2/6/2025,Butcher Twine 4r,26,$199.14,$8.19,bet
415,2/6/2025,Mussels - Cultivated,2,$196.03,$19.74,Sona
416,2/12/2025,Ecolab - Hobart Upr Prewash Arm,58,$203.79,$18.96,bet
417,2/8/2025,Soup - Campbells - Chicken Noodle,56,$77.39,$28.16,Sona
418,2/26/2025,Pepper - Chili Powder,6,$146.87,$45.90,bet
419,2/15/2025,"Veal - Leg, Provimi - 50 Lb Max",21,$65.73,$39.98,arnold
420,2/17/2025,"Turkey - Whole, Fresh",47,$70.18,$27.43,Sona
421,2/12/2025,"Cookies - Oreo, 4 Pack",37,$288.39,$28.86,Sona
422,2/10/2025,Ecolab - Mikroklene 4/4 L,70,$182.24,$10.01,bet
423,2/27/2025,Wine - Zonnebloem Pinotage,27,$64.33,$42.45,arnold
424,2/23/2025,Extract - Raspberry,11,$221.28,$1.28,Sona
425,2/5/2025,Rosemary - Dry,2,$278.51,$27.37,bet
426,2/21/2025,Chick Peas - Dried,40,$212.68,$18.13,bet
427,2/20/2025,Juice - Happy Planet,68,$202.70,$10.75,bet
428,2/13/2025,"Chicken - Base, Ultimate",13,$217.36,$16.15,bet
429,2/14/2025,Cookie Trail Mix,84,$276.54,$29.10,Sona
430,2/18/2025,Wine - Redchard Merritt,46,$180.85,$37.71,arnold
431,2/16/2025,Truffle - Peelings,18,$187.38,$16.43,arnold
432,2/10/2025,Nut - Pumpkin Seeds,44,$162.99,$8.79,arnold
433,2/21/2025,Lotus Root,49,$102.05,$43.32,Sona
434,2/25/2025,Ecolab - Medallion,10,$77.11,$17.95,arnold
435,2/21/2025,Dried Figs,39,$240.28,$24.19,bet
436,2/11/2025,Steam Pan - Half Size Deep,65,$202.24,$29.44,Sona
437,2/26/2025,Juice - Mango,38,$71.80,$36.87,arnold
438,2/9/2025,"Appetizer - Mini Egg Roll, Shrimp",41,$282.09,$8.85,bet
439,2/26/2025,Cherries - Frozen,40,$84.56,$48.81,bet
440,2/7/2025,Cheese - Valancey,63,$247.66,$43.72,Sona
441,2/24/2025,Beef - Montreal Smoked Brisket,76,$149.59,$6.82,Sona
442,2/11/2025,Chivas Regal - 12 Year Old,77,$116.85,$20.33,arnold
443,2/17/2025,"Coconut - Shredded, Unsweet",3,$255.51,$14.16,bet
444,2/15/2025,"Artichokes - Knobless, White",82,$224.87,$34.99,Sona
445,2/15/2025,Wine - George Duboeuf Rose,100,$278.01,$38.89,bet
446,2/27/2025,"Pasta - Spaghetti, Dry",12,$245.73,$0.39,Sona
447,2/7/2025,Table Cloth 62x120 Colour,68,$161.80,$14.78,arnold
448,2/17/2025,Shichimi Togarashi Peppeers,25,$238.65,$25.05,arnold
449,2/12/2025,Transfer Sheets,46,$98.83,$8.54,Sona
450,2/26/2025,Cake - Night And Day Choclate,10,$108.40,$13.75,Sona
451,2/20/2025,"Stock - Beef, Brown",34,$148.95,$17.47,arnold
452,2/24/2025,Juice - Orangina,72,$162.04,$21.06,arnold
453,2/13/2025,Chevril,1,$268.78,$1.46,arnold
454,2/13/2025,Wine - Valpolicella Masi,24,$234.44,$18.68,arnold
455,2/7/2025,Muffin Hinge Container 6,45,$147.54,$13.46,Sona
456,2/20/2025,Bread - Olive,28,$209.72,$15.11,bet
457,2/17/2025,Oysters - Smoked,5,$158.09,$19.43,bet
458,2/26/2025,Crackers - Soda / Saltins,37,$207.52,$15.15,bet
459,2/23/2025,"Beef - Chuck, Boneless",24,$266.50,$15.34,arnold
460,2/21/2025,Pastry - Apple Muffins - Mini,23,$275.50,$37.68,Sona
461,2/14/2025,Wine - Carmenere Casillero Del,50,$110.16,$3.74,arnold
462,2/9/2025,"Lamb - Pieces, Diced",93,$264.43,$2.10,arnold
463,2/4/2025,"Beef - Tongue, Fresh",15,$258.57,$10.14,bet
464,2/15/2025,Crab - Meat,97,$67.91,$2.53,arnold
465,2/18/2025,Flower - Dish Garden,17,$198.45,$48.26,Sona
466,2/9/2025,Paper - Brown Paper Mini Cups,27,$54.53,$47.70,Sona
467,2/14/2025,Appetizer - Veg Assortment,49,$100.68,$37.88,Sona
468,2/20/2025,Apron,43,$207.88,$24.08,arnold
469,2/6/2025,Lemon Pepper,94,$129.45,$37.72,Sona
470,2/16/2025,Ice Cream - Chocolate,5,$127.03,$41.60,arnold
471,2/20/2025,"Soup - Beef Conomme, Dry",24,$209.38,$40.35,bet
472,2/10/2025,Longan,96,$148.11,$35.66,arnold
473,2/11/2025,"Lid - High Heat, Super Clear",34,$159.40,$20.31,Sona
474,2/18/2025,Anchovy Fillets,82,$85.57,$0.43,Sona
475,2/20/2025,Aspic - Clear,29,$244.59,$16.97,bet
476,2/17/2025,Beer - Muskoka Cream Ale,53,$134.98,$31.47,bet
477,2/21/2025,Wine - Sogrape Mateus Rose,76,$113.27,$38.16,bet
478,2/14/2025,Tandoori Curry Paste,58,$140.92,$15.76,Sona
479,2/18/2025,Sauce - Caesar Dressing,30,$163.41,$46.09,bet
480,2/25/2025,"Potatoes - Instant, Mashed",8,$197.78,$44.51,bet
481,2/21/2025,"Rosemary - Primerba, Paste",2,$282.70,$10.34,arnold
482,2/8/2025,Beef - Montreal Smoked Brisket,21,$299.97,$17.26,arnold
483,2/15/2025,Fiddlehead - Frozen,36,$112.74,$31.87,arnold
484,2/24/2025,Dehydrated Kelp Kombo,3,$208.38,$46.64,Sona
485,2/13/2025,Artichoke - Fresh,86,$293.14,$2.73,arnold
486,2/11/2025,Cheese - Comtomme,12,$86.92,$29.91,arnold
487,2/20/2025,"Pasta - Fettuccine, Dry",68,$129.16,$23.55,arnold
488,2/19/2025,Plums - Red,26,$62.43,$35.03,bet
489,2/8/2025,Island Oasis - Pina Colada,98,$224.35,$39.78,bet
490,2/10/2025,Onions - Red Pearl,50,$139.99,$40.54,bet
491,2/21/2025,"Wine - Red, Antinori Santa",45,$152.55,$27.68,arnold
492,2/9/2025,"Soup - Knorr, Chicken Noodle",25,$157.69,$19.09,arnold
493,2/19/2025,Mousse - Passion Fruit,12,$107.87,$16.24,bet
494,2/21/2025,"Loaf Pan - 2 Lb, Foil",2,$155.84,$47.80,bet
495,2/12/2025,Port - 74 Brights,92,$287.34,$33.59,bet
496,2/14/2025,Ocean Spray - Ruby Red,78,$159.04,$32.83,Sona
497,2/10/2025,Cookies - Englishbay Oatmeal,50,$105.39,$29.02,bet
498,2/18/2025,Aspic - Amber,33,$101.97,$29.81,arnold
499,2/9/2025,Peach - Halves,10,$141.37,$8.79,arnold
500,2/4/2025,Oysters - Smoked,89,$199.02,$30.09,arnold
501,2/10/2025,Versatainer Nc - 888,44,$51.02,$11.01,Sona
502,2/18/2025,"Cake Circle, Foil, Scallop",99,$240.74,$8.66,arnold
503,2/13/2025,Scallops - Live In Shell,85,$70.32,$20.92,arnold
504,2/8/2025,Mushrooms - Honey,68,$115.97,$15.24,arnold
505,2/5/2025,"Pepper - Paprika, Spanish",34,$285.96,$13.96,arnold
506,2/11/2025,Soup Campbells - Tomato Bisque,8,$269.57,$43.78,arnold
507,2/17/2025,"Pork - Chop, Frenched",89,$227.31,$23.82,arnold
508,2/5/2025,Gherkin - Sour,17,$96.63,$29.81,Sona
509,2/27/2025,"Tortillas - Flour, 8",64,$161.08,$34.28,arnold
510,2/10/2025,Sobe - Liz Blizz,61,$77.92,$16.60,arnold
511,2/4/2025,Jam - Raspberry,45,$261.55,$48.00,Sona
512,2/24/2025,Cheese - Gouda,95,$254.44,$30.14,arnold
513,2/5/2025,Flavouring - Rum,100,$66.27,$23.15,bet
514,2/16/2025,Muffin Batt - Choc Chk,11,$264.89,$32.41,Sona
515,2/25/2025,Longos - Chicken Caeser Salad,53,$130.15,$37.03,Sona
516,2/15/2025,Pear - Prickly,69,$93.46,$44.44,bet
517,2/26/2025,Veal - Provimi Inside,76,$299.22,$13.32,bet
518,2/5/2025,Chips - Assorted,45,$282.75,$42.75,arnold
519,2/21/2025,Ecolab - Ster Bac,6,$272.14,$34.74,arnold
520,2/16/2025,Wiberg Cure,45,$140.69,$11.96,bet
521,2/27/2025,Oregano - Fresh,92,$236.27,$27.01,bet
522,2/13/2025,Bread - Dark Rye,49,$249.05,$7.28,Sona
523,2/23/2025,Cake - Sheet Strawberry,99,$220.75,$16.89,Sona
524,2/9/2025,Flower - Potmums,97,$186.94,$28.00,bet
525,2/20/2025,"Pasta - Detalini, White, Fresh",85,$133.22,$43.43,bet
526,2/17/2025,Bread - Frozen Basket Variety,94,$99.84,$11.25,Sona
527,2/8/2025,"Nut - Cashews, Whole, Raw",39,$152.80,$46.21,bet
528,2/8/2025,Wine - Touraine Azay - Le - Rideau,93,$154.57,$46.09,arnold
529,2/4/2025,Steel Wool S.o.s,87,$177.31,$47.55,arnold
530,2/26/2025,"Tart Shells - Savory, 2",16,$214.04,$17.78,Sona
531,2/4/2025,Chocolate - White,19,$281.32,$35.29,bet
532,2/15/2025,Toothpick Frilled,68,$294.92,$45.76,arnold
533,2/18/2025,"Veal - Inside Round / Top, Lean",45,$185.74,$14.48,Sona
534,2/4/2025,"Pepper - Chipotle, Canned",56,$213.43,$31.89,arnold
535,2/9/2025,Soup - Campbells,65,$94.54,$43.44,bet
536,2/16/2025,"Flour - Bran, Red",59,$133.41,$46.27,arnold
537,2/18/2025,Marjoram - Fresh,57,$97.24,$15.27,arnold
538,2/13/2025,Pears - Anjou,11,$145.21,$31.80,arnold
539,2/10/2025,"Rum - Spiced, Captain Morgan",79,$199.98,$46.36,Sona
540,2/23/2025,"Cake Circle, Foil, Scallop",20,$203.04,$25.48,arnold
541,2/15/2025,Pate - Liver,7,$279.53,$27.86,bet
542,2/6/2025,Mushroom - King Eryingii,37,$148.25,$31.61,bet
543,2/9/2025,Gatorade - Orange,43,$86.31,$28.64,Sona
544,2/12/2025,Apple - Macintosh,8,$196.47,$13.37,Sona
545,2/6/2025,"Bread - White, Unsliced",78,$251.74,$48.16,arnold
546,2/11/2025,Cardamon Seed / Pod,11,$88.33,$23.19,arnold
547,2/8/2025,Vinegar - Cider,32,$105.35,$47.04,arnold
548,2/9/2025,"Clams - Littleneck, Whole",18,$219.09,$34.44,Sona
549,2/8/2025,"Peas - Pigeon, Dry",31,$275.44,$9.84,bet
550,2/25/2025,Baking Powder,37,$124.03,$13.53,arnold
551,2/22/2025,Cabbage - Nappa,7,$131.95,$13.36,bet
552,2/9/2025,Bacardi Breezer - Tropical,65,$206.32,$47.06,Sona
553,2/5/2025,"Tea - Darjeeling, Azzura",66,$58.07,$41.53,Sona
554,2/15/2025,Sugar - Palm,56,$205.90,$15.11,bet
555,2/8/2025,Puree - Mango,4,$282.00,$22.07,bet
556,2/11/2025,Turnip - Mini,19,$113.39,$44.23,Sona
557,2/8/2025,Sambuca Cream,62,$202.71,$42.25,arnold
558,2/15/2025,Vodka - Moskovskaya,98,$256.44,$21.21,arnold
559,2/27/2025,Cocoa Powder - Dutched,52,$154.79,$5.74,bet
560,2/11/2025,Frangelico,44,$217.55,$12.76,Sona
561,2/25/2025,Mangostein,86,$183.15,$10.19,bet
562,2/13/2025,Beef Dry Aged Tenderloin Aaa,52,$219.21,$48.33,Sona
563,2/9/2025,Bacardi Raspberry,63,$115.83,$36.19,arnold
564,2/12/2025,Table Cloth 120 Round White,2,$104.63,$8.49,arnold
565,2/4/2025,Yeast Dry - Fermipan,72,$77.65,$4.76,arnold
566,2/24/2025,Wine - Cava Aria Estate Brut,23,$275.16,$46.85,bet
567,2/27/2025,Sugar - Brown,66,$82.41,$13.88,bet
568,2/12/2025,"Gin - Gilbeys London, Dry",37,$185.98,$32.96,arnold
569,2/11/2025,"Extract - Vanilla,artificial",84,$297.84,$2.79,arnold
570,2/8/2025,Longos - Lasagna Beef,13,$218.33,$0.91,Sona
571,2/10/2025,Cheese - Shred Cheddar / Mozza,12,$53.79,$9.74,arnold
572,2/13/2025,Hot Chocolate - Individual,97,$281.76,$12.68,arnold
573,2/23/2025,Quail - Jumbo Boneless,29,$56.64,$36.19,bet
574,2/11/2025,"Pasta - Fett Alfredo, Single Serve",20,$193.05,$18.58,arnold
575,2/14/2025,Shallots,83,$73.33,$1.15,arnold
576,2/15/2025,Lotus Rootlets - Canned,27,$217.10,$30.48,arnold
577,2/21/2025,Calypso - Lemonade,9,$167.56,$30.78,Sona
578,2/10/2025,Beef - Top Butt Aaa,35,$250.11,$14.64,arnold
579,2/8/2025,"Crab - Blue, Frozen",98,$130.34,$2.36,Sona
580,2/5/2025,Mangostein,54,$83.05,$42.18,Sona
581,2/8/2025,Dikon,18,$125.24,$45.93,arnold
582,2/15/2025,Shrimp - 31/40,87,$151.98,$24.80,bet
583,2/14/2025,Burger Veggie,5,$147.74,$25.52,arnold
584,2/18/2025,Icecream - Dstk Strw Chseck,33,$169.37,$36.96,bet
585,2/7/2025,"Pasta - Canelloni, Single Serve",45,$199.90,$45.66,bet
586,2/11/2025,Dc - Sakura Fu,87,$270.08,$46.90,bet
587,2/19/2025,Pomello,22,$215.68,$8.26,Sona
588,2/5/2025,Bar - Granola Trail Mix Fruit Nut,9,$186.66,$11.64,bet
589,2/23/2025,Wine - Fino Tio Pepe Gonzalez,77,$57.19,$18.72,bet
590,2/24/2025,"Pineapple - Canned, Rings",73,$230.91,$17.11,arnold
591,2/9/2025,"Mushroom - Morels, Dry",35,$292.86,$2.99,bet
592,2/26/2025,"Cheese - Cheddar, Mild",18,$140.58,$17.05,arnold
593,2/18/2025,Zucchini - Green,30,$167.21,$7.87,arnold
594,2/23/2025,"Veal - Shank, Pieces",97,$236.32,$35.32,Sona
595,2/10/2025,Sprouts - Pea,21,$164.23,$23.15,bet
596,2/8/2025,Quinoa,4,$112.40,$14.10,arnold
597,2/27/2025,Hot Chocolate - Individual,30,$244.28,$36.32,bet
598,2/14/2025,"Liners - Banana, Paper",39,$183.21,$41.23,bet
599,2/7/2025,Soup - Campbells Asian Noodle,78,$145.00,$7.49,bet
600,2/17/2025,"Cake Circle, Paprus",55,$158.11,$18.00,Sona
601,2/18/2025,"Pasta - Fettuccine, Dry",29,$244.10,$38.96,bet
602,2/4/2025,Filling - Mince Meat,88,$184.73,$12.93,bet
603,2/8/2025,Wine - German Riesling,65,$86.46,$31.89,bet
604,2/4/2025,"Appetizer - Spring Roll, Veg",6,$267.89,$6.62,bet
605,2/20/2025,Cake - Mini Potato Pancake,78,$81.36,$15.54,bet
606,2/14/2025,Butter Sweet,38,$102.76,$4.37,arnold
607,2/8/2025,Syrup - Monin - Blue Curacao,83,$245.09,$5.04,arnold
608,2/23/2025,Coffee Swiss Choc Almond,46,$64.77,$27.03,Sona
609,2/17/2025,Langers - Cranberry Cocktail,20,$100.38,$19.55,arnold
610,2/16/2025,"Rice Pilaf, Dry,package",84,$107.84,$10.50,bet
611,2/6/2025,Eel - Smoked,68,$182.86,$19.41,bet
612,2/6/2025,Numi - Assorted Teas,62,$278.00,$31.69,arnold
613,2/7/2025,Turkey - Ground. Lean,11,$129.08,$15.77,Sona
614,2/19/2025,Vacuum Bags 12x16,23,$224.26,$35.23,bet
615,2/16/2025,Scallops - U - 10,10,$201.61,$20.82,Sona
616,2/16/2025,Tomatoes Tear Drop Yellow,13,$153.00,$12.93,arnold
617,2/18/2025,Table Cloth 53x53 White,66,$202.06,$18.49,arnold
618,2/4/2025,Salmon Atl.whole 8 - 10 Lb,24,$74.62,$8.40,bet
619,2/19/2025,"Soup - Campbells, Lentil",81,$277.73,$44.36,Sona
620,2/26/2025,Foil - 4oz Custard Cup,11,$275.48,$17.63,arnold
621,2/22/2025,Cookie Dough - Chocolate Chip,84,$237.86,$6.74,arnold
622,2/25/2025,"Cherries - Maraschino,jar",25,$273.81,$18.39,Sona
623,2/17/2025,Carrots - Mini Red Organic,76,$179.32,$26.48,arnold
624,2/10/2025,Sprite - 355 Ml,29,$119.34,$1.97,bet
625,2/12/2025,Cheese - Gorgonzola,70,$71.03,$24.00,bet
626,2/11/2025,Cheese - Blue,40,$264.12,$6.79,bet
627,2/19/2025,"Soup - Campbells, Minestrone",65,$269.63,$18.28,bet
628,2/24/2025,Tomato Puree,35,$263.91,$12.99,bet
629,2/19/2025,Tomatoes - Heirloom,30,$60.66,$13.85,arnold
630,2/11/2025,Vegetable - Base,80,$168.63,$5.06,arnold
631,2/27/2025,Juice - Lemon,64,$53.87,$27.25,Sona
632,2/14/2025,Wine - Piper Heidsieck Brut,62,$246.27,$44.53,Sona
633,2/8/2025,"Juice - Apple, 500 Ml",69,$66.33,$13.50,Sona
634,2/20/2025,Plastic Wrap,1,$89.66,$40.68,Sona
635,2/18/2025,Tomatoes - Grape,73,$200.13,$43.27,Sona
636,2/14/2025,"Soup - Clam Chowder, Dry Mix",84,$97.30,$31.44,arnold
637,2/5/2025,Swiss Chard,64,$63.97,$1.05,Sona
638,2/4/2025,"Juice - V8, Tomato",57,$172.17,$35.85,arnold
639,2/27/2025,Chicken - Base,37,$77.47,$15.41,Sona
640,2/26/2025,Beans - Fine,86,$199.63,$33.33,bet
641,2/26/2025,Sauce - Vodka Blush,79,$67.98,$32.30,bet
642,2/26/2025,Muffin - Mix - Bran And Maple 15l,26,$262.61,$21.75,Sona
643,2/7/2025,Cheese - Gouda Smoked,1,$136.19,$42.06,Sona
644,2/20/2025,Cheese - Grie Des Champ,92,$62.69,$21.63,Sona
645,2/10/2025,Hand Towel,13,$101.64,$48.11,bet
646,2/25/2025,Scotch - Queen Anne,95,$113.04,$16.78,arnold
647,2/22/2025,Beef Ground Medium,30,$74.54,$40.19,arnold
648,2/24/2025,Sprouts - China Rose,48,$290.41,$39.23,Sona
649,2/21/2025,Cheese - Brick With Onion,70,$95.36,$39.32,arnold
650,2/23/2025,"Mushroom - Chantrelle, Fresh",17,$267.76,$41.26,Sona
651,2/11/2025,Wine - Champagne Brut Veuve,41,$296.44,$23.09,bet
652,2/6/2025,"Pasta - Elbows, Macaroni, Dry",46,$60.76,$0.37,arnold
653,2/6/2025,"Crab - Claws, 26 - 30",95,$204.91,$42.22,bet
654,2/17/2025,Tea - Camomele,86,$51.74,$4.48,Sona
655,2/6/2025,Sauce - Salsa,94,$96.88,$14.95,bet
656,2/17/2025,"Coconut - Shredded, Sweet",11,$198.24,$31.75,bet
657,2/23/2025,Appetizer - Shrimp Puff,51,$180.53,$29.41,Sona
658,2/13/2025,Pears - Fiorelle,5,$191.16,$27.57,arnold
659,2/7/2025,Grand Marnier,88,$79.45,$28.64,bet
660,2/23/2025,"Hickory Smoke, Liquid",82,$55.10,$18.06,Sona
661,2/15/2025,Salt - Seasoned,13,$266.65,$48.00,bet
662,2/10/2025,Kiwi,67,$184.93,$33.46,Sona
663,2/21/2025,Sugar - Fine,26,$210.05,$39.43,Sona
664,2/5/2025,Seaweed Green Sheets,60,$256.89,$40.88,bet
665,2/11/2025,"Bread - Roll, Whole Wheat",89,$254.24,$44.74,bet
666,2/8/2025,"Beef - Roasted, Cooked",6,$295.14,$30.15,bet
667,2/11/2025,"Turnip - White, Organic",27,$291.00,$13.80,Sona
668,2/21/2025,Chinese Foods - Chicken Wing,91,$245.38,$4.38,Sona
669,2/23/2025,Cheese - Brick With Onion,30,$239.38,$28.63,Sona
670,2/8/2025,Coffee - Almond Amaretto,70,$275.48,$3.56,Sona
671,2/18/2025,"Split Peas - Green, Dry",77,$65.41,$39.01,Sona
672,2/24/2025,Crab - Meat Combo,11,$104.09,$14.35,bet
673,2/18/2025,"Sauce - Apple, Unsweetened",65,$116.96,$32.35,Sona
674,2/15/2025,Ice Cream - Chocolate,92,$232.92,$35.69,bet
675,2/12/2025,Lamb Tenderloin Nz Fr,42,$286.34,$34.32,Sona
676,2/13/2025,Filter - Coffee,29,$101.64,$34.26,bet
677,2/21/2025,Appetizer - Smoked Salmon / Dill,17,$246.28,$45.60,bet
678,2/24/2025,Broom - Angled,52,$129.08,$2.86,arnold
679,2/26/2025,Bread - Sour Batard,92,$55.12,$16.23,bet
680,2/13/2025,Corn Syrup,80,$291.95,$24.11,arnold
681,2/25/2025,Broom - Corn,50,$266.81,$44.65,bet
682,2/22/2025,Hersey Shakes,26,$89.66,$44.24,arnold
683,2/24/2025,Longos - Grilled Salmon With Bbq,33,$246.02,$43.82,bet
684,2/27/2025,Glass Clear 8 Oz,11,$86.84,$39.78,Sona
685,2/23/2025,Flour - Strong,50,$230.83,$11.75,Sona
686,2/13/2025,Ham - Procutinni,84,$99.50,$16.12,bet
687,2/23/2025,"Dill - Primerba, Paste",79,$203.64,$44.87,arnold
688,2/20/2025,Bar Mix - Lemon,89,$270.26,$3.89,bet
689,2/16/2025,Towel Multifold,5,$259.35,$36.58,arnold
690,2/19/2025,Rice Paper,51,$88.62,$38.94,bet
691,2/24/2025,"Fish - Halibut, Cold Smoked",77,$238.26,$47.62,arnold
692,2/25/2025,"Pail - 15l White, With Handle",84,$220.77,$19.60,Sona
693,2/22/2025,Carbonated Water - White Grape,88,$96.72,$41.71,arnold
694,2/12/2025,Compound - Raspberry,17,$272.13,$8.88,arnold
695,2/10/2025,Soup V8 Roasted Red Pepper,47,$124.56,$16.57,Sona
696,2/12/2025,Radish - Pickled,79,$84.70,$7.70,Sona
697,2/10/2025,Creme De Menthe Green,29,$67.76,$39.50,bet
698,2/16/2025,Wine - Merlot Vina Carmen,63,$115.61,$35.32,Sona
699,2/12/2025,Beer - Moosehead,40,$142.64,$7.25,arnold
700,2/7/2025,Clam - Cherrystone,58,$113.12,$3.95,bet
701,2/24/2025,Sweet Pea Sprouts,68,$124.14,$26.24,bet
702,2/7/2025,Food Colouring - Orange,84,$195.75,$7.68,bet
703,2/13/2025,Truffle - Whole Black Peeled,78,$144.68,$48.00,arnold
704,2/22/2025,Wine - Marlbourough Sauv Blanc,86,$248.41,$9.22,arnold
705,2/19/2025,Chocolate - Milk,30,$171.05,$15.86,Sona
706,2/17/2025,"Juice - Orange, 341 Ml",50,$250.75,$15.92,Sona
707,2/25/2025,Lobster - Cooked,99,$141.20,$3.79,Sona
708,2/16/2025,Caviar - Salmon,1,$110.12,$28.25,Sona
709,2/9/2025,Tofu - Soft,84,$220.11,$13.37,Sona
710,2/8/2025,Bamboo Shoots - Sliced,37,$132.03,$29.19,bet
711,2/16/2025,Beer - True North Lager,64,$119.60,$26.07,arnold
712,2/19/2025,Tuna - Fresh,84,$122.60,$36.85,bet
713,2/19/2025,"Soup - Campbells, Chix Gumbo",79,$97.28,$24.75,bet
714,2/8/2025,Lemons,100,$245.75,$26.83,Sona
715,2/5/2025,"Mushroom - Oyster, Fresh",62,$200.22,$46.32,Sona
716,2/18/2025,Sobe - Lizard Fuel,75,$247.18,$39.74,Sona
717,2/25/2025,Cheese - Mascarpone,7,$193.39,$42.39,bet
718,2/5/2025,"Turkey - Whole, Fresh",14,$226.28,$47.95,bet
719,2/6/2025,"Soup - Campbells, Creamy",51,$55.46,$35.60,bet
720,2/5/2025,Scotch - Queen Anne,25,$165.41,$7.26,arnold
721,2/16/2025,Soup - Campbells Mushroom,53,$52.22,$41.29,arnold
722,2/11/2025,Wine - Chardonnay Mondavi,17,$94.16,$20.81,Sona
723,2/13/2025,Beef - Tenderloin,88,$201.00,$46.99,arnold
724,2/20/2025,Liners - Baking Cups,95,$167.39,$17.85,arnold
725,2/22/2025,Bread - Ciabatta Buns,86,$277.97,$17.00,bet
726,2/9/2025,Corn - On The Cob,82,$296.34,$46.86,arnold
727,2/5/2025,Towel Multifold,33,$295.03,$11.40,Sona
728,2/20/2025,"Cheese - Cheddar, Old White",68,$144.02,$35.17,Sona
729,2/5/2025,Fond - Neutral,89,$259.26,$34.40,arnold
730,2/24/2025,Pork - Bacon Cooked Slcd,23,$76.77,$40.90,bet
731,2/13/2025,"Soup - Knorr, Classic Can. Chili",20,$142.58,$23.51,Sona
732,2/21/2025,Bread - Focaccia Quarter,54,$233.39,$25.86,Sona
733,2/10/2025,Pastry - Mini French Pastries,37,$107.09,$30.36,Sona
734,2/27/2025,Kiwi Gold Zespri,76,$248.39,$29.19,arnold
735,2/5/2025,Turnip - White,77,$221.12,$8.88,arnold
736,2/4/2025,"Soup - Knorr, Country Bean",86,$265.04,$26.51,bet
737,2/6/2025,Wine - Alicanca Vinho Verde,74,$193.83,$25.61,Sona
738,2/21/2025,Food Colouring - Green,13,$123.32,$39.26,Sona
739,2/6/2025,Muffin Mix - Lemon Cranberry,77,$76.89,$38.42,Sona
740,2/20/2025,"Pork - Loin, Center Cut",20,$228.92,$44.97,bet
741,2/23/2025,Mackerel Whole Fresh,29,$154.79,$27.72,bet
742,2/9/2025,"Doilies - 8, Paper",85,$153.09,$22.51,Sona
743,2/22/2025,Shallots,70,$186.00,$10.51,arnold
744,2/11/2025,"Wine - White, Ej Gallo",79,$205.05,$39.14,bet
